time,VHMO,VTPK,VPED_cos,VPED_sin,WSPD_41m,WDIR_42m_cos,WDIR_42m_sin
04-Dec-2017 04:30:00,2.63,8.33,0.817144898335129,-0.576432316169793,11.59,0.724653130187047,-0.689113808387348
04-Dec-2017 05:00:00,2.7,7.14,0.788010753606722,-0.615661475325658,12.26,0.731948578908617,-0.6813598739533
04-Dec-2017 05:30:00,2.79,8.33,0.904082549660778,-0.427357863387193,13.02,0.818951778440938,-0.57386233940591
04-Dec-2017 06:00:00,2.67,8.33,0.932953534825489,-0.359996808120052,14.16,0.914889221973527,-0.403704980792502
04-Dec-2017 06:30:00,2.72,8.33,0.941470544812038,-0.337095258423082,9.53,0.67068557653672,-0.741741772738739
04-Dec-2017 07:00:00,3.04,8.33,0.932953534825489,-0.359996808120052,11.09,0.742794367658514,-0.669519624338815
04-Dec-2017 07:30:00,2.91,7.69,0.941470544812038,-0.337095258423082,15.81,0.902434952642159,-0.4308261322735
04-Dec-2017 08:00:00,3.06,8.33,0.941470544812038,-0.337095258423082,13.84,0.902058642342552,-0.431613491187558
04-Dec-2017 08:30:00,2.87,8.33,0.975534543945857,-0.219846204352837,11.28,0.853459850940365,-0.521158596621845
04-Dec-2017 09:00:00,2.65,8.33,0.949425477641904,-0.313992455967405,11.23,0.790048027880535,-0.613044952382839
04-Dec-2017 09:30:00,2.64,8.33,0.975534543945857,-0.219846204352837,9.95,0.820750575823319,-0.571286698852415
04-Dec-2017 10:00:00,2.57,7.69,0.949425477641904,-0.313992455967405,9.3,0.700909264299851,-0.713250449154182
04-Dec-2017 10:30:00,2.72,10.0,0.997314477224458,-0.0732381971276315,10.05,0.622924323958638,-0.78228210168754
04-Dec-2017 11:00:00,2.5,8.33,0.963630453208623,-0.267238376078257,7.38,0.605571808276567,-0.795790666583021
04-Dec-2017 11:30:00,2.49,9.09,0.969872015284747,-0.243615011786023,8.53,0.635000209428761,-0.772511963677864
04-Dec-2017 12:00:00,2.42,10.0,0.904082549660778,-0.427357863387193,8.24,0.67120324649801,-0.741273365156561
04-Dec-2017 12:30:00,2.43,9.09,0.941470544812038,-0.337095258423082,8.53,0.63338087262755,-0.773840209726506
04-Dec-2017 13:00:00,2.38,8.33,0.941470544812038,-0.337095258423082,8.69,0.594261443884927,-0.804271929332239
04-Dec-2017 13:30:00,2.3,9.09,0.956813584057608,-0.290702193598252,9.34,0.600559787482936,-0.799579853209453
04-Dec-2017 14:00:00,2.32,8.33,0.963630453208623,-0.267238376078257,8.72,0.672625151336644,-0.739983382103515
04-Dec-2017 14:30:00,2.25,8.33,0.914253955234264,-0.405141586779862,9.07,0.555570233019602,-0.831469612302545
04-Dec-2017 15:00:00,2.13,8.33,0.914253955234264,-0.405141586779862,9.23,0.563237651907776,-0.826294951862478
04-Dec-2017 15:30:00,1.93,9.09,0.941470544812038,-0.337095258423082,9.17,0.526807453213623,-0.84998465117823
04-Dec-2017 16:00:00,2.16,7.14,0.904082549660778,-0.427357863387193,8.7,0.484656962927115,-0.874704309058933
04-Dec-2017 16:30:00,2.17,7.69,0.941470544812038,-0.337095258423082,8.45,0.460199784783851,-0.887815385136402
04-Dec-2017 17:00:00,2.24,7.69,0.914253955234264,-0.405141586779862,7.43,0.326063182174846,-0.945347978910418
04-Dec-2017 17:30:00,2.06,7.14,0.904082549660778,-0.427357863387193,7.95,0.293873503403902,-0.955844319958599
